price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
475000.0,4,1.75,1650,7775,1.0,0,0,4,7,1150,500,1950,0,98133,47.715,-122.354,1390,7200
474950.0,3,2.0,2250,222156,1.0,0,0,3,7,2250,0,1987,0,98065,47.542,-121.792,2110,121968
474950.0,4,1.75,2030,15400,1.0,0,1,3,9,1130,900,1975,0,98166,47.4603,-122.365,2040,12425
474950.0,3,2.25,1850,2575,2.0,0,0,3,9,1850,0,2013,0,98118,47.5525,-122.273,1080,4120
474950.0,5,2.5,2080,8347,1.0,0,0,4,7,1460,620,1975,0,98034,47.7334,-122.168,1840,7713
474950.0,3,3.0,1530,1568,3.0,0,0,3,8,1530,0,2012,0,98117,47.6998,-122.367,1460,1224
474905.0,4,1.5,1340,6200,1.0,0,0,5,6,1340,0,1959,0,98008,47.6214,-122.119,1210,7178
474900.0,3,2.25,1800,43647,1.0,0,0,4,8,1800,0,1976,0,98072,47.7757,-122.132,2480,25608
474900.0,3,1.0,1630,8308,1.5,0,0,3,7,1630,0,1948,0,98146,47.5075,-122.378,1170,8308
474800.0,2,3.25,1400,1243,3.0,0,0,3,8,1400,0,2000,0,98103,47.6534,-122.353,1400,1335
474500.0,5,2.5,2000,3600,1.0,0,0,3,6,1150,850,1987,0,98144,47.5971,-122.295,1410,3600
474000.0,3,1.75,1530,8000,2.0,0,0,3,7,1530,0,1978,0,98052,47.6971,-122.13,1530,7500
474000.0,2,1.0,1100,3500,1.0,0,0,5,7,1100,0,1908,0,98115,47.6741,-122.323,2050,4000
474000.0,4,2.25,1960,14834,1.0,0,0,4,8,1330,630,1976,0,98072,47.7434,-122.095,1540,15000
474000.0,2,1.0,1050,403365,1.0,0,3,5,6,1050,0,1905,0,98022,47.2221,-122.059,1760,108900
474000.0,3,1.0,1140,4560,1.0,0,0,4,6,770,370,1944,0,98117,47.6889,-122.362,1340,3980
474000.0,2,1.0,1090,3160,1.0,0,0,3,7,840,250,1926,0,98109,47.6385,-122.344,1070,3160
473975.0,3,2.5,2330,3610,2.0,0,0,3,8,2330,0,1999,0,98074,47.6022,-122.021,1830,2948
473600.0,4,1.5,1780,8400,1.0,0,0,3,7,1080,700,1969,0,98136,47.5173,-122.385,1660,8400
473000.0,2,1.0,940,4000,1.0,0,0,3,6,720,220,1942,0,98199,47.6488,-122.385,1180,6000
473000.0,3,1.0,1280,10000,1.0,0,0,4,7,1280,0,1954,0,98006,47.5716,-122.139,1240,10000
473000.0,4,3.5,4370,37193,2.0,0,3,3,8,2780,1590,1996,0,98022,47.241,-121.979,2860,39356
473000.0,2,1.0,900,5100,1.0,0,0,4,7,900,0,1909,0,98117,47.6804,-122.378,1400,5100
473000.0,5,3.5,3430,6872,2.0,0,0,3,10,2830,600,2002,0,98031,47.4065,-122.207,3650,6600
473000.0,3,2.75,1050,7200,1.0,0,0,3,7,1050,0,1985,0,98125,47.7163,-122.303,1860,9000
473000.0,3,2.25,1620,12309,2.0,0,0,3,7,1620,0,1987,0,98074,47.6188,-122.029,2030,13963
473000.0,2,1.75,1510,4555,1.0,0,0,3,8,1510,0,2005,0,98053,47.7136,-122.031,1640,4500
473000.0,3,3.0,1380,1081,3.0,0,0,3,8,1380,0,2005,0,98107,47.6692,-122.39,1390,1140
473000.0,5,3.25,2180,7200,2.0,0,0,4,7,2180,0,1982,0,98034,47.7078,-122.234,1840,7644
473000.0,3,2.25,1890,12236,1.0,0,0,3,8,1890,0,1978,0,98074,47.6232,-122.047,2390,12323
472800.0,3,2.25,1840,8400,1.0,0,0,3,8,1290,550,1961,0,98006,47.5497,-122.172,2110,8400
472500.0,4,1.75,1440,8536,1.0,0,0,4,7,1440,0,1961,0,98033,47.6775,-122.18,1720,9748
472500.0,3,2.0,1790,6800,1.0,0,0,4,7,1240,550,1964,0,98133,47.728,-122.339,1470,6800
472500.0,3,2.0,1750,15500,1.0,0,0,3,7,1490,260,1982,0,98075,47.5887,-122.065,2450,50094
472500.0,2,2.25,1700,2383,2.0,0,0,3,8,1700,0,2005,0,98029,47.547,-121.997,1700,2700
472500.0,3,2.5,1650,3711,2.0,0,0,3,8,1650,0,1996,0,98052,47.6863,-122.093,1760,3762
472500.0,4,2.5,2960,223462,2.0,0,0,3,10,2960,0,2001,0,98030,47.3646,-122.211,2770,16482
472217.0,3,2.5,2010,2212,2.0,0,0,3,8,1390,620,2014,0,98029,47.5523,-121.998,1690,1619
472000.0,3,2.0,2770,89298,2.0,0,0,3,9,2770,0,2004,0,98045,47.4291,-121.842,2040,109771
472000.0,3,1.75,2180,7200,1.0,0,3,4,8,1090,1090,1954,0,98178,47.5044,-122.235,2180,7140
472000.0,6,2.5,4410,14034,1.0,0,2,4,9,2350,2060,1965,0,98003,47.3376,-122.324,2600,13988
472000.0,3,2.5,3800,104979,2.0,0,0,3,8,3210,590,2005,0,98045,47.4304,-121.841,2040,109771
472000.0,5,2.5,2570,7412,2.0,0,0,3,8,2570,0,2006,0,98019,47.7265,-121.957,2890,8056
472000.0,3,2.5,1180,1262,3.0,0,0,3,8,1180,0,2010,0,98119,47.6381,-122.375,1180,2632
472000.0,3,1.5,1740,9038,1.0,0,0,4,7,1740,0,1955,0,98007,47.5897,-122.136,1390,9770
472000.0,5,2.25,1780,7245,1.0,0,0,4,8,1330,450,1976,0,98052,47.6946,-122.12,1780,7653
472000.0,3,2.5,1860,415126,2.0,0,0,3,7,1860,0,2006,0,98038,47.3974,-122.005,2070,54014
472000.0,3,2.0,2200,21890,1.0,0,2,3,8,1200,1000,1961,0,98155,47.7584,-122.271,2600,15162
472000.0,2,2.25,1800,2748,2.0,0,0,4,9,1800,0,1979,0,98008,47.6104,-122.113,1800,2755
472000.0,4,3.25,4350,7090,2.0,0,0,3,8,2870,1480,1999,0,98042,47.3747,-122.156,2490,7266
472000.0,5,2.0,2030,9804,1.0,0,0,3,7,1110,920,1963,0,98008,47.6297,-122.114,1930,7990
471835.0,4,2.5,3281,5354,2.0,0,0,3,9,3281,0,2014,0,98092,47.3273,-122.163,2598,4815
471750.0,5,3.5,3790,8200,1.0,0,1,3,8,2120,1670,2001,0,98056,47.4891,-122.19,1740,8676
471500.0,3,2.5,2430,5866,2.0,0,0,3,7,2430,0,2009,0,98065,47.5158,-121.871,2380,5866
471275.0,4,2.5,3361,5038,2.0,0,0,3,9,3361,0,2014,0,98092,47.3269,-122.165,2316,4105
471001.0,3,1.75,1800,6000,1.0,0,0,5,7,900,900,1905,0,98103,47.6867,-122.349,1800,3000
471000.0,4,2.25,3410,57063,2.0,0,0,4,8,2410,1000,1978,0,98059,47.505,-122.11,2870,145490
471000.0,4,2.5,2330,9928,2.0,0,0,3,8,2330,0,1998,0,98045,47.4836,-121.783,2430,8175
471000.0,4,2.5,3030,9687,2.0,0,0,3,8,2020,1010,1998,0,98045,47.485,-121.799,2050,10193
471000.0,3,1.75,1640,10123,1.0,0,0,3,8,1340,300,1977,0,98011,47.7698,-122.167,2210,10852
471000.0,4,2.5,2040,21781,2.0,0,0,3,8,2040,0,1994,0,98014,47.6458,-121.904,2410,21781
471000.0,2,1.0,840,5100,1.0,0,0,4,7,840,0,1949,0,98117,47.6779,-122.384,1550,5100
471000.0,3,2.5,2030,2805,2.0,0,0,3,8,1720,310,2001,0,98027,47.5305,-122.047,1670,2898
471000.0,2,1.75,1240,6417,1.0,0,0,5,7,1240,0,1924,0,98126,47.5439,-122.379,1800,6417
471000.0,4,1.75,1760,5750,1.0,0,2,5,7,1070,690,1962,0,98126,47.5521,-122.373,1860,5750
471000.0,4,1.75,1450,3750,1.0,0,0,4,7,950,500,1925,0,98105,47.6706,-122.3,1850,4000
471000.0,3,2.5,2010,4059,2.0,0,0,3,8,2010,0,1998,0,98034,47.7317,-122.197,2010,5779
470950.0,3,2.5,2560,16420,2.0,0,0,4,8,2560,0,1989,0,98014,47.6916,-121.916,2120,16298
470500.0,4,2.25,2070,14000,1.0,0,0,3,7,1720,350,1958,0,98028,47.7484,-122.237,1690,14444
470500.0,5,2.5,2500,9248,1.0,0,0,3,8,1300,1200,1966,0,98006,47.5415,-122.18,2090,8568
470450.0,2,1.0,1010,3400,1.0,0,0,3,7,1010,0,1921,0,98103,47.6711,-122.329,1800,3600
470101.0,4,2.5,2320,7800,2.0,0,0,3,8,2320,0,1986,0,98028,47.7738,-122.266,2090,5721
470000.0,4,2.5,2470,8536,2.0,0,0,3,8,2470,0,2002,0,98155,47.7699,-122.292,1690,8840
470000.0,2,1.0,900,5512,1.0,0,0,3,7,900,0,1947,0,98115,47.6877,-122.289,1270,5512
470000.0,5,1.75,2740,9600,1.0,0,0,4,7,1370,1370,1945,0,98144,47.5738,-122.315,1990,4800
470000.0,2,1.0,1190,5200,1.0,0,0,5,7,1190,0,1912,0,98103,47.6939,-122.348,1550,5100
470000.0,3,1.0,1460,8227,1.0,0,0,3,6,880,580,1948,0,98125,47.7009,-122.301,1530,8128
470000.0,3,2.5,2280,6134,2.0,0,0,3,8,2280,0,2004,0,98065,47.5335,-121.854,2640,6167
470000.0,4,2.5,2680,8062,1.0,0,3,4,7,1530,1150,1967,0,98198,47.4132,-122.328,1920,8600
470000.0,3,1.0,1400,4914,1.5,0,0,3,7,1400,0,1929,0,98117,47.681,-122.364,1400,3744
470000.0,3,1.0,1170,4400,1.0,0,0,3,7,870,300,1951,0,98199,47.6584,-122.391,1240,4400
470000.0,4,3.0,2380,5125,1.5,0,0,4,7,1680,700,1925,0,98126,47.5384,-122.376,1410,5375
470000.0,5,2.5,2210,9655,1.0,0,0,3,8,1460,750,1976,0,98011,47.7698,-122.222,2080,8633
470000.0,2,1.0,1220,4000,1.5,0,0,4,6,1220,0,1908,0,98103,47.6801,-122.354,1580,4000
470000.0,3,1.75,1310,8600,1.0,0,0,4,7,1310,0,1987,0,98033,47.686,-122.185,2510,8515
470000.0,3,1.75,2290,14800,1.0,0,0,3,8,1620,670,1965,0,98155,47.7735,-122.273,2320,12474
470000.0,3,3.5,1280,1257,2.0,0,0,3,8,1040,240,2000,0,98107,47.6721,-122.374,1280,1249
470000.0,3,2.75,2770,54707,1.5,0,0,3,8,2370,400,1938,0,98155,47.7555,-122.289,1640,54707
470000.0,3,2.5,2000,8424,1.0,0,0,4,7,1300,700,1968,0,98034,47.7089,-122.201,2110,8400
470000.0,4,2.5,1990,30083,2.0,0,0,3,8,1990,0,1998,0,98155,47.7678,-122.272,2220,11627
470000.0,4,2.5,1850,11250,1.5,0,0,3,7,1210,640,1981,0,98074,47.6264,-122.062,1650,7623
470000.0,3,1.5,1760,6723,1.0,0,0,3,7,1160,600,1958,0,98118,47.5514,-122.266,2080,8965
470000.0,5,1.75,2030,12342,2.0,0,0,4,7,2030,0,1942,0,98052,47.6417,-122.109,2500,9433
470000.0,4,2.0,1500,3659,1.0,0,0,3,7,830,670,1906,0,98122,47.6088,-122.293,1560,3706
470000.0,4,1.0,1740,37238,1.5,0,0,4,7,1740,0,1932,0,98024,47.5651,-121.902,1810,18352
470000.0,3,2.0,1800,12669,1.0,0,0,3,7,1800,0,1956,1990,98033,47.6935,-122.173,1970,9775
470000.0,4,2.75,2150,9820,1.0,0,0,4,8,1220,930,1979,0,98011,47.7758,-122.2,2060,9830
470000.0,3,1.0,1010,5000,1.0,0,0,3,7,1010,0,1952,0,98107,47.675,-122.394,1680,5000
470000.0,5,1.5,2180,4268,1.5,0,0,4,7,1340,840,1924,0,98117,47.6848,-122.389,1530,3880
470000.0,4,2.5,2520,9684,2.0,0,0,3,8,2520,0,1994,0,98045,47.4848,-121.801,2090,10133
470000.0,4,1.0,2590,18224,1.5,0,0,4,7,2000,590,1911,0,98118,47.5318,-122.286,1800,7080
470000.0,3,2.5,2070,8581,2.0,0,0,3,8,2070,0,1994,0,98059,47.5101,-122.151,2440,7849
470000.0,4,2.25,3380,9900,1.0,0,2,4,8,1690,1690,1969,0,98166,47.4438,-122.34,2390,9900
470000.0,5,3.75,3860,6901,2.0,0,0,3,7,3860,0,2003,0,98038,47.3694,-122.032,3000,8584
470000.0,3,2.25,1780,8784,1.0,0,0,3,7,1230,550,1977,0,98033,47.701,-122.172,1780,7704
470000.0,3,1.5,1510,8000,1.0,0,0,4,7,1510,0,1956,0,98007,47.5865,-122.135,1430,8000
470000.0,3,2.5,1980,9725,2.0,0,0,3,8,1980,0,1994,0,98045,47.4856,-121.802,2070,9834
470000.0,3,2.5,2100,4700,2.0,0,0,3,8,2100,0,1999,0,98065,47.5341,-121.867,2100,4700
470000.0,3,3.5,3520,35512,2.0,0,2,3,8,2760,760,2005,0,98022,47.2416,-121.979,2860,39614
470000.0,4,2.25,2380,17199,2.0,0,0,3,8,1530,850,1979,0,98028,47.7668,-122.27,2280,11529
470000.0,4,2.5,2310,14023,2.0,0,0,3,9,2310,0,1991,0,98019,47.7351,-121.964,2410,14007
470000.0,4,2.5,2700,6769,2.0,0,0,3,9,2700,0,1999,0,98042,47.3753,-122.155,2880,7968
470000.0,3,2.25,1830,39165,1.0,0,0,5,8,1830,0,1963,0,98027,47.4612,-121.992,2020,36184
470000.0,6,1.75,2490,8732,1.5,0,0,4,8,2490,0,1966,0,98034,47.7252,-122.187,1840,8024
470000.0,3,2.5,2120,2374,2.0,0,0,3,8,1770,350,2005,0,98052,47.674,-122.142,2480,3043
470000.0,4,2.75,2310,7350,1.0,0,0,3,8,1670,640,1989,0,98011,47.7505,-122.182,2600,6077
470000.0,4,2.0,2180,17180,2.0,0,0,4,7,2180,0,1977,0,98014,47.698,-121.92,1880,14043
470000.0,3,1.5,1500,5000,1.5,0,0,4,7,1140,360,1927,0,98117,47.679,-122.373,1500,5000
470000.0,3,2.0,1730,38884,1.0,0,0,3,8,1730,0,1997,0,98038,47.4164,-121.951,2130,91040
470000.0,3,3.5,2070,11658,1.0,0,0,4,8,1370,700,1977,0,98056,47.537,-122.178,1930,8744
470000.0,5,2.0,1900,6000,1.5,0,0,4,6,1900,0,1920,0,98033,47.6831,-122.186,2110,8400
470000.0,5,3.25,3910,7077,2.0,0,0,3,9,2710,1200,2000,0,98038,47.3766,-122.027,2650,7077
470000.0,3,2.5,2480,5082,2.0,0,0,3,7,2480,0,2004,0,98065,47.5297,-121.846,2480,5874
470000.0,3,3.25,1710,2381,2.0,0,0,3,8,1360,350,2003,0,98029,47.5477,-122.004,1420,1163
470000.0,3,2.25,2220,9800,2.0,0,0,3,8,2220,0,1987,0,98155,47.7635,-122.286,2420,10232
470000.0,3,3.25,1740,1693,2.0,0,0,3,8,1360,380,2007,0,98116,47.558,-122.382,1130,1626
470000.0,4,2.0,2410,4680,2.0,0,0,3,9,2410,0,1974,0,98008,47.6234,-122.113,1910,4611
470000.0,2,1.75,1520,4220,1.0,0,0,4,7,840,680,1910,0,98117,47.6876,-122.366,1120,5700
470000.0,4,2.5,2320,12042,1.0,0,0,4,7,1320,1000,1975,0,98072,47.763,-122.16,2160,7054
470000.0,3,2.5,2620,4874,2.0,0,0,3,7,2620,0,1999,0,98065,47.5328,-121.879,2360,4231
470000.0,4,1.75,1650,7276,1.0,0,0,3,7,1010,640,1977,0,98011,47.7721,-122.206,1840,8550
470000.0,3,2.5,2150,8221,2.0,0,0,3,8,2150,0,1992,0,98059,47.5085,-122.15,2490,7951
469995.0,4,2.5,2350,3800,2.0,0,0,3,8,2350,0,2014,0,98059,47.4783,-122.123,2670,4180
469950.0,3,2.0,1820,1357,3.0,0,0,3,9,1820,0,2014,0,98126,47.5432,-122.376,1710,1372
469950.0,3,2.25,1620,8701,1.0,0,0,3,7,1220,400,1962,0,98007,47.6071,-122.137,1600,7910
469950.0,5,2.5,2310,8303,1.0,0,0,3,7,1300,1010,1975,0,98034,47.7212,-122.211,1930,8303
469950.0,3,3.25,1760,1778,3.0,0,0,3,8,1760,0,2008,0,98125,47.7201,-122.301,1520,1615
469950.0,4,2.75,2530,14178,2.0,0,0,3,8,2530,0,1997,0,98019,47.737,-121.955,2530,14055
469950.0,5,2.0,1220,4200,1.0,0,0,4,6,1090,130,1921,0,98105,47.6677,-122.321,1790,4200
469950.0,4,2.75,2720,6427,1.0,0,0,3,8,1650,1070,2008,0,98146,47.4931,-122.354,2720,8484
469950.0,5,3.0,3223,6371,2.0,0,0,3,9,3223,0,2014,0,98042,47.3588,-122.163,1979,19030
469900.0,3,2.5,2270,4399,2.0,0,0,3,7,2270,0,2007,0,98065,47.5415,-121.884,2060,4399
469900.0,4,2.5,2990,8913,2.0,0,0,4,9,2990,0,1991,0,98058,47.4353,-122.159,2740,8030
469775.0,2,1.75,1530,7020,1.0,0,0,3,7,1030,500,1942,0,98199,47.6465,-122.395,2090,6600
469500.0,4,2.75,1930,13041,1.0,0,0,4,8,1180,750,1980,0,98072,47.7502,-122.085,1880,10234
469500.0,5,2.5,2970,24759,1.0,0,0,4,8,1670,1300,1969,0,98031,47.3908,-122.173,2100,21803
469500.0,3,2.25,1850,12000,1.0,0,0,4,7,1300,550,1977,0,98072,47.7408,-122.101,1580,12616
469500.0,4,2.5,2090,7241,1.0,0,0,4,7,1140,950,2001,0,98034,47.726,-122.221,1510,7402
469000.0,3,2.25,1820,8446,2.0,0,0,3,8,1820,0,1978,0,98034,47.7208,-122.236,1850,8437
469000.0,3,2.25,2070,9957,1.0,0,0,3,8,1440,630,1977,0,98155,47.7766,-122.277,2070,10158
469000.0,5,2.5,2240,7543,1.0,0,0,3,7,1140,1100,1966,0,98177,47.7756,-122.372,2110,7408
469000.0,3,2.0,1300,22605,1.0,0,0,3,7,1300,0,1998,0,98056,47.5337,-122.187,2250,10215
469000.0,3,1.0,950,4250,1.5,0,0,5,6,950,0,1948,0,98122,47.609,-122.307,2130,5120
469000.0,3,3.25,1370,1194,3.0,0,0,3,8,1370,0,2004,0,98107,47.6718,-122.388,1800,2678
469000.0,3,2.25,2620,10659,1.0,0,0,3,7,1660,960,1976,0,98155,47.7643,-122.273,1820,12071
469000.0,4,1.75,2960,11347,1.0,0,0,4,8,1570,1390,1946,0,98166,47.4738,-122.353,1660,8911
469000.0,4,2.5,2240,5624,1.0,0,0,3,7,1520,720,1961,0,98108,47.5574,-122.308,2240,7495
469000.0,3,1.75,1480,800,2.0,0,0,3,8,1000,480,2014,0,98136,47.5493,-122.387,1480,1143
469000.0,4,2.75,3550,13938,1.0,0,0,5,8,2100,1450,1966,0,98188,47.425,-122.283,2050,9000
469000.0,3,3.25,1390,1278,2.0,0,0,3,8,1140,250,2005,0,98107,47.6735,-122.375,1390,1256
469000.0,2,1.0,1030,4400,1.0,0,0,3,7,1030,0,1924,0,98117,47.681,-122.361,1400,4200
469000.0,3,2.5,1190,1290,3.0,0,0,3,8,1190,0,2008,0,98107,47.6762,-122.378,1410,1923
469000.0,3,2.25,1440,1362,3.0,0,0,3,7,1440,0,2014,0,98117,47.6908,-122.365,1180,2603
469000.0,3,1.75,1680,2400,1.5,0,0,3,7,1170,510,1929,0,98117,47.6849,-122.367,1080,4560
469000.0,5,2.5,2690,11745,1.0,0,0,3,8,1790,900,1960,0,98177,47.7708,-122.362,2670,7905
469000.0,2,1.0,1120,4284,1.0,0,0,3,6,730,390,1921,0,98105,47.6688,-122.324,2050,4160
468500.0,3,2.5,1350,1186,2.0,0,0,3,8,1120,230,2007,0,98117,47.6786,-122.375,1500,1605
468000.0,4,1.75,2250,8580,1.0,0,0,4,7,1330,920,1958,0,98011,47.7633,-122.199,2250,10032
468000.0,3,2.25,1470,5597,2.0,0,0,3,7,1470,0,1985,0,98029,47.5674,-122.019,1610,5217
468000.0,3,2.25,1630,2490,2.0,0,0,3,7,1630,0,2004,0,98053,47.6807,-122.031,1630,2680
468000.0,3,1.5,1370,7697,1.0,0,0,3,7,1370,0,1939,0,98177,47.7153,-122.361,1370,7697
468000.0,4,2.5,2480,176418,1.5,0,3,5,8,2480,0,1927,0,98022,47.1941,-122.038,1640,112384
468000.0,2,1.0,1160,6000,1.0,0,0,4,7,860,300,1942,0,98115,47.69,-122.292,1330,6000
468000.0,2,1.75,1250,7029,1.0,0,0,4,7,1250,0,1986,0,98033,47.6936,-122.186,1680,8470
468000.0,4,2.5,3040,20682,2.0,0,0,3,7,3040,0,2000,0,98019,47.7245,-121.959,2670,9742
468000.0,3,2.0,1570,6300,1.0,0,0,3,7,820,750,1953,2005,98118,47.5565,-122.275,1510,4281
468000.0,2,1.75,1510,4500,1.0,0,0,3,8,1510,0,1978,0,98052,47.6644,-122.13,1740,6000
468000.0,4,2.5,2100,8400,1.0,0,0,4,7,1240,860,1976,0,98072,47.735,-122.17,1980,8610
468000.0,3,1.5,1830,9848,1.0,0,0,5,7,1830,0,1962,0,98056,47.539,-122.18,1830,8168
468000.0,2,2.5,1480,2167,2.0,0,0,3,8,1390,90,2007,0,98052,47.6658,-122.132,2130,2556
468000.0,4,2.5,2150,8165,1.0,0,0,3,8,1430,720,1957,0,98177,47.773,-122.371,2360,7980
467500.0,3,1.0,1830,6453,1.0,0,0,4,7,1830,0,1956,0,98125,47.7139,-122.288,1670,8012
467500.0,3,1.75,2260,8512,1.0,0,0,3,7,1130,1130,1948,0,98125,47.7129,-122.304,2240,8040
467500.0,3,1.0,1700,4165,1.5,0,0,3,7,1700,0,1918,0,98118,47.5569,-122.277,1400,4165
467500.0,2,1.75,1490,4800,1.0,0,0,4,7,750,740,1918,0,98136,47.5496,-122.391,1400,6000
467500.0,3,1.75,2040,273556,1.0,0,0,3,7,2040,0,1997,0,98070,47.4361,-122.469,1790,273556
467500.0,4,2.5,3160,7210,1.0,0,0,4,7,1880,1280,1969,0,98034,47.7368,-122.183,2070,7560
467100.0,3,1.75,1620,8645,1.0,0,0,3,7,1190,430,1973,0,98052,47.6651,-122.151,2010,8645
467000.0,2,1.5,1320,10800,1.0,0,0,4,8,1320,0,1947,0,98177,47.7145,-122.367,2120,12040
467000.0,5,2.25,2500,13500,1.0,0,0,3,7,1850,650,1979,0,98072,47.7564,-122.144,2300,9750
467000.0,3,2.5,1690,6642,2.0,0,0,3,7,1690,0,2004,0,98053,47.6793,-122.033,2120,5080
467000.0,2,2.5,1140,1181,3.0,0,0,3,8,1140,0,2007,0,98107,47.6713,-122.383,1220,1189
467000.0,3,2.0,1840,3432,2.0,0,0,3,7,1840,0,2012,0,98155,47.7368,-122.295,1280,7573
467000.0,3,2.5,1530,3984,2.0,0,0,3,8,1530,0,1995,0,98029,47.569,-122.007,1720,4005
467000.0,3,1.0,1220,8040,1.5,0,0,3,7,1220,0,1965,0,98125,47.7133,-122.308,1360,8040
467000.0,3,2.5,1425,1179,3.0,0,0,3,8,1425,0,2008,0,98125,47.6963,-122.318,1285,1253
467000.0,5,2.0,2080,4000,1.0,0,0,4,6,1040,1040,1909,0,98144,47.5858,-122.308,1940,6000
467000.0,3,2.5,1990,4978,2.0,0,0,3,8,1990,0,2004,0,98065,47.5323,-121.856,2650,6816
467000.0,3,2.25,1270,1213,2.0,0,0,3,8,1040,230,2005,0,98107,47.6736,-122.375,1410,1265
467000.0,3,2.5,3460,6590,2.0,0,0,3,7,3460,0,2001,0,98056,47.4802,-122.188,2490,6312
467000.0,4,2.5,2220,7210,1.0,0,0,3,7,1270,950,1973,0,98011,47.7428,-122.183,2220,7313
467000.0,3,2.25,1420,990,3.0,0,0,3,8,1420,0,2008,0,98103,47.6801,-122.348,1350,1415
467000.0,3,1.0,1660,6582,1.0,0,0,5,7,1000,660,1946,0,98133,47.7169,-122.353,1110,6584
467000.0,4,2.75,2170,5024,2.0,0,0,3,8,2170,0,2012,0,98059,47.495,-122.145,2460,5024
467000.0,3,1.75,2660,5511,1.0,0,0,3,8,1330,1330,1948,0,98108,47.5575,-122.3,2030,6111
466950.0,3,1.0,1360,3880,1.0,0,0,3,7,1060,300,1963,0,98117,47.6837,-122.391,1110,3880
466800.0,3,2.5,1480,14250,2.0,0,0,3,7,1480,0,1996,0,98033,47.6595,-122.186,1660,14250
466750.0,4,2.0,1730,9139,2.0,0,0,3,8,1730,0,1957,0,98125,47.7181,-122.316,1410,7311
466500.0,3,1.0,1430,3840,1.0,0,0,3,7,950,480,1945,0,98117,47.6847,-122.381,1430,3840
466200.0,3,1.5,1340,8856,1.0,0,0,4,7,1340,0,1959,0,98008,47.6094,-122.126,1850,8740
466000.0,3,2.25,1880,7279,1.0,0,0,3,7,1280,600,1962,0,98155,47.7574,-122.322,2020,8274
466000.0,2,1.5,1140,1058,3.0,0,0,3,7,1140,0,2005,0,98103,47.6608,-122.333,1170,1116
466000.0,4,2.0,2240,4508,1.0,0,2,4,8,1340,900,1926,0,98178,47.5096,-122.25,1930,5250
